Entry ID,Jurisdiction ,Date announced,Date implemented,Intervention category,"Intervention 
type",Intervention summary,"Primary source (news release 
or specific resource)","Secondary 
source",Action,Level,"Indigenous 
population group"
SK403,Sask.,2021-01-05,2022-01-05,Case management,Case management — education,"Who: Government of Saskatchewan
What: Announced schools are updating notification processes for close contacts of someone who tests postive for COVID-19;  notifications will be sent to parents/guardians of the class and/or bus cohort that may be considered close contacts; fully vaccinated students and staff who are close contacts can attend school and other activities as long as they remain asymptomatic; fully vaccinated students and staff who test positive are required to self-isolate for 5 days; non-fully vaccinated students and staff who are close contacts may not come to school and must self-isolate for 10 days following last exposure
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2022/january/05/province-outlines-steps-for-schools-to-continue-safely,Not applicable,Tightening,Provincial/territorial,No
SK404,Sask.,2021-12-09,2021-12-09,Health services,Health services — resumed medical procedures,"Who: Government of Saskatchewan
What: Announced plans to eliminate COVID-19-related surgical backlogs through performing additional surgeries in 2022–23 over pre-pandemic levels
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2021/december/09/province-announces-plans-to-eliminate-covid-surgical-backlog-and-expand-icu,Not applicable,Not applicable,Provincial/territorial,No
SK405,Sask.,2022-01-18,2022-01-25,Case management,Case management — other,"Who: Government of Saskatchewan 
What: Announced the availability of new antiviral drug (Paxlovoid) for COVID-19 in the province following a positive test
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2022/january/18/stick-it-to-covid-expanding-treatment-options,https://www.saskatchewan.ca/government/news-and-media/2022/january/25/stick-it-to-covid-paxlovid-available-to-eligible-residents-january-26,Not applicable,Provincial/territorial,No
SK406,Sask.,2022-01-27,2022-01-28,Case management,Case management — self-isolation,"Who: Government of Saskatchewan
What: Announced individuals who receive a positive test result on a PCR or rapid antigen test will be required to self-isolate for 5 days from the date of test or 24 hours after fever has resolved, regardless of vaccination status; close contacts of positive COVID-19 cases will no longer be required to self-isolate, regardless of vaccination status
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2022/january/27/update-to-covid19-selfisolation-close-contact-protocols,Not applicable,Tightening,Provincial/territorial,No
SK407,Sask.,2022-01-27,2022-01-28,Case management,Case management — education,"Who: Government of Saskatchewan
What: Announced parents and caregivers are no longer required to notify schools about positive test results for the purposes of close contact notification; those who test positive are required to self-isolate and will be absent from school and activities for the duration of the self-isolation period
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2022/january/27/update-to-covid19-selfisolation-close-contact-protocols,Not applicable,Not applicable,Provincial/territorial,No
SK408,Sask.,2021-10-01,2021-10-01,Vaccine,Vaccine — vaccination status,"Who: Saskatchewan Health Authority 
What: Developed a Proof of Full COVID-19 Vaccination policy for health care workers; will be implemented in a phased approach
Effective until: ",https://www.saskhealthauthority.ca/news-events/news/saskatchewan-health-authority-require-proof-full-covid-19-vaccination-health-care-workers,Not applicable,Not applicable,Provincial/territorial,No
SK409,Sask.,2021-10-07,2021-10-07,Health workforce,Health workforce — supply management,"Who: Government of Saskatchewan 
What: Announced activation of Provincial Command to coordinate pandemic response, ensure resource optimization and provide administrative support so health care workers can better focus on provision of care
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2021/october/07/provincial-command-assumes-emergency-management-operations-in-the-fight-against-covid-19,Not applicable,Not applicable,Provincial/territorial,No
SK410,Sask.,2021-10-26,2021-10-26,Health workforce,Health workforce — change in practice,"Who: Government of Saskatchewan 
What: Announced temporary fee codes for physicians related to providing vaccinations in a physician's office and counselling unvaccinated patients when the patient is in the office for another service
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2021/october/26/stick-it-to-covid-expanding-physician-engagement-on-vaccinations,Not applicable,Not applicable,Provincial/territorial,No
SK411,Sask.,2021-11-03,2021-11-03,Health workforce,Health workforce — change in practice,"Who: Minister of Health
What: Extended directive allowing non-traditional immunizers in administering influenza and COVID-19 vaccines
Effective until: 2022-03-31",https://publications.saskatchewan.ca/#/products/115224,https://www.saskdietitians.org/2021/11/21/rds-authorized-as-flu-immunizers-to-march-31-2022/,Not applicable,Provincial/territorial,No
SK412,Sask.,2021-12-09,2021-12-09,Health workforce,Health workforce — supply management,"Who: Government of Saskatchewan, Saskatchewan Health Authority 
What: Announced plans to reduce COVID-19-related surgical backlog by increasing capacity in Saskatchewan Health Authority hospitals and publicly funded private surgical clinics; the government also plans to expand intensive care unit capacity, and will recruit additional nurses and health professionals to meet targets
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2021/december/09/province-announces-plans-to-eliminate-covid-surgical-backlog-and-expand-icu,https://www.saskhealthauthority.ca/news-events/news/province-announces-plans-eliminate-covid-surgical-backlog-and-expand-icu,Not applicable,Provincial/territorial,No
SK413,Sask.,2022-01-13,2022-01-13,Health workforce,Health workforce — supply management,"Who: Saskatchewan Health Authority 
What: Updated the COVID-19 surge plan to address potential staff absenteeism from the Omicron variant; this includes but is not limited to establishing Go Teams of mobile medical professionals and cross training staff
Effective until: ",https://www.saskhealthauthority.ca/news-events/news/sha-omicron-surge-plan,https://www.saskatchewan.ca/government/news-and-media/2022/january/13/saskatchewan-health-authority-omicron-surge-plan,Not applicable,Provincial/territorial,No
SK414,Sask.,2022-01-28,2022-01-21,Health workforce,Health workforce — change in practice,"Who: Saskatchewan College of Pharmacy Professionals 
What: Enacted emergency provisions and guidelines for pharmacists authorized to perform COVID-19 rapid antigen testing in pharmacies starting 2022-01-21
Effective until: ",https://saskpharm.ca/document/8790/Emergency_Enactment_Rapid_Antigen_Tests_in_Pharmacies.pdf,https://saskpharm.ca/site/coronavirus-information,Not applicable,Provincial/territorial,No
SK415,Sask.,2021-11-08,2021-11-08,Health workforce,Health workforce — supply management,"Who: Government of Saskatchewan 
What: Hired 95 additional full-time equivalent continuing care assistants in long-term care and home care sectors
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2021/november/08/95-additional-full-time-equivalent-continuing-care-assistants-now-working-in-saskatchewan,Not applicable,Not applicable,Provincial/territorial,No
SK416,Sask.,No data,2020-12-20,Contextual information,Contextual information — holiday,"Who: Boards of education
What: Winter breaks in Sask. regions follow the same schedule; Saskatoon and Regina schools example provided
Effective until: 2022-01-03",https://www.gscs.ca/page/25/calendar,https://www.reginapublicschools.ca/index.php/calendars/school_year_calendars_2021-22/kindergarten_calendar_%28A/B%29_2021-22,Not applicable,Provincial/territorial,No
YT207,Y.T.,2021-10-05,2021-10-05,Public information,Public information — masks,"Who: Chief Medical Officer of Health
What: Issued a strong recommendation that Carcross residents wear a mask in all indoor public spaces
Effective until: ",https://yukon.ca/en/news/carcross-residents-being-asked-mask-up,Not applicable,Not applicable,Municipal,No
YT208,Y.T.,2021-10-12,2021-10-12,Public information,Public information — masks,"Who: Chief Medical Officer of Health
What: Issued a strong recommendation for the consistent use of masks in all indoor public spaces throughout the territory
Effective until: ",https://yukon.ca/en/news/acting-chief-medical-officer-health-recommends-wearing-masks-indoor-public-spaces,Not applicable,Not applicable,Provincial/territorial,No
YT210,Y.T.,2021-10-15,2021-11-30,Closures/openings,Closures/openings — non-essential services,"Who: Government of Yukon
What: Announced that proof of full vaccination will be required to access non-essential services in the territory
Effective until: ",https://yukon.ca/en/news/government-yukon-require-public-servants-and-health-care-workers-be-fully-vaccinated-and-proof-vaccination-access-nonessential-services,Not applicable,Tightening,Provincial/territorial,No
YT211,Y.T.,2021-10-28,2021-11-01,Vaccine,Vaccine — population to be vaccinated,"Who: Chief Medical Officer of Health
What: Announced 3rd dose (booster) will be available to Yukoners age 50 and older 
Effective until: ",https://yukon.ca/en/news/covid-19-booster-doses-be-available-starting-yukoners-ages-50-and-older,Not applicable,Not applicable,Provincial/territorial,No
YT213,Y.T.,2021-11-08,2021-11-08,State of emergency,State of emergency,"Who: Government of Yukon
What: Declared a territorial state of emergency 
Effective until: 2021-12-03",https://yukon.ca/en/news/state-emergency-declared-response-increased-spread-covid-19-yukon,Not applicable,Tightening,Provincial/territorial,No
YT214,Y.T.,2021-11-08,2021-11-13,Public information,Public information — masks,"Who: Government of Yukon
What: Announced that masking is mandatory where physical distancing cannot be maintained in all indoor public settings and outdoor public settings
Effective until: 2021-12-03",https://yukon.ca/en/news/state-emergency-declared-response-increased-spread-covid-19-yukon,Not applicable,Tightening,Provincial/territorial,No
YT215,Y.T.,2021-11-08,2021-11-13,Distancing,Distancing — gatherings,"Who: Government of Yukon
What: Placed limits on gatherings: personal gatherings limited to 10 people from a maximum of 2 households, if vaccinated; organized indoor gatherings limited to 25 with proof of vaccination, and outdoor limited to 50 individuals; faith-based and cultural gatherings have a maximum capacity of 50% with proof of vaccination
Effective until: 2021-12-03",https://yukon.ca/en/news/state-emergency-declared-response-increased-spread-covid-19-yukon,Not applicable,Tightening,Provincial/territorial,No
